GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,capex1,capex2,capex3,fuel_cost1,fuel_cost2,fuel_cost3,fixed_ops1,fixed_ops2,fixed_ops3,var_ops1,var_ops2,var_ops3
247,46,WIND,W,,,1,572.4000116,0.0,290.04,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
248,19,WIND,W,,,1,52.4000231,0.0,57.34,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
249,113,WIND,W,,,1,500.0000227,0.0,308.0,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
250,80,COAL,C,,,1,410.0,123.0,191.06,-50.02,12,24,,1,1,1,,,,153,1,0.3,1,,,,2184.0,18.93942,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
251,118,WIND,W,,,1,1088.000015,0.0,530.31,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
252,25,WIND,W,,,1,890.200014,0.0,526.51,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
253,25,CT,G,,,1,1088.2,326.46,609.39,-69.64,8,6,,1,1,1,,,,18,1,0.3,1,,,,3636.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
256,23,CT,G,,,1,932.0,279.6,434.31,-113.7,8,6,,1,1,1,,,,32,1,0.30000000000000004,1,,,,1950.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
257,79,CT,G,,,1,229.6,68.88,128.58,-14.69,8,6,,1,1,1,,,,26,1,0.3,1,,,,485.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
259,8,CT,G,,,1,892.0,267.6,415.67,-108.82,8,6,,1,1,1,,,,22,1,0.30000000000000004,1,,,,3228.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
261,108,COAL,C,,,1,1444.0,433.2,672.9,-176.17,12,24,,1,1,1,,,,321,1,0.3,1,,,,1423.0,18.93942,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
262,17,CT,G,,,1,517.0,155.1,289.52,-33.09,8,6,,1,1,1,,,,17,1,0.3,1,,,,804.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
263,29,CT,G,,,1,263.6,79.08,147.62,-16.87,8,6,,1,1,1,,,,10,1,0.3,1,,,,9.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
264,29,CT,G,,,1,44.2,13.26,24.75,-2.83,8,6,,1,1,1,,,,27,1,0.3,1,,,,149.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
265,70,PV,S,,,1,136.6666667,0.0,22.96,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
266,70,WIND,W,,,1,96.99998813,0.0,26.32,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
267,70,WIND,W,,,1,119.1999881,0.0,0.0,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
268,2,CT,G,,,1,170.4,51.12,95.42,-10.91,8,6,,1,1,1,,,,32,1,0.3,1,,,,101.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
269,2,COAL,C,,,1,801.0,240.3,448.56,-51.26,12,24,,1,1,1,,,,173,1,0.3,1,,,,2476.0,18.93942,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
270,120,WIND,W,,,1,578.9999877,0.0,296.24,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
271,12,CT,G,,,1,1082.2,324.66,504.31,-132.03,8,6,,1,1,1,,,,60,1,0.3,1,,,,2124.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
272,30,WIND,W,,,1,501.3000962,0.0,308.73,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
274,120,WIND,W,,,1,746.3999878,0.0,389.98,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
275,120,WIND,W,,,1,1038.999988,0.0,553.84,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
276,35,PV,S,,,1,10.66666667,0.0,1.63,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
277,34,PV,S,,,1,13.33333333,0.0,2.04,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
278,34,PV,S,,,1,21.33333333,0.0,3.26,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
279,34,WIND,W,,,1,882.00004,0.0,434.31,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
280,26,CT,G,,,1,559.0,167.7,313.04,-35.78,8,6,,1,1,1,,,,8,1,0.3,1,,,,1485.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
281,26,WIND,W,,,1,56.09998349,0.0,3.42,0.0,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
ct_fe_19_3-c,19,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_33_1-c,33,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_35_3-c,35,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_42_2-c,42,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_49_2-c,49,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_49_3-c,49,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_58_3-c,58,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_61_3-c,61,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_63_1-c,63,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_66_3-c,66,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_93_3-c,93,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_99_3-c,99,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_107_1-c,107,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_110_3-c,110,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_111_1-c,111,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_111_3-c,111,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_112_2-c,112,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_113_2-c,113,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_113_3-c,113,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
ct_fe_118_2-c,118,CT,G,,,1,992.0,297.6,,,8,6,,1,1,1,,,,0,1,0.30000000000000004,1,,,,0.0,22.80128,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
pv_3-c,3,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_6-c,6,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_7-c,7,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_13-c,13,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_22-c,22,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_27-c,27,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_28-c,28,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_29-c,29,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_30-c,30,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_33-c,33,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_34-c,34,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_35-c,35,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_42-c,42,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_46-c,46,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_49-c,49,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_50-c,50,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_55-c,55,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_58-c,58,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_59-c,59,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_61-c,61,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_63-c,63,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_66-c,66,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_68-c,68,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_70-c,70,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_76-c,76,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_77-c,77,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_78-c,78,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_83-c,83,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_86-c,86,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_88-c,88,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_89-c,89,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_92-c,92,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_94-c,94,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_101-c,101,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_102-c,102,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_106-c,106,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_107-c,107,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_110-c,110,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_111-c,111,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_112-c,112,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_113-c,113,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_117-c,117,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_118-c,118,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
pv_119-c,119,PV,S,,,1,100.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,981.7075546,754.3966071,720.7850088,0.0,0.0,0.0,18.1653519,15.22157173,14.72060919,0.0,0.0,0.0
wind_3-c,3,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_6-c,6,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_13-c,13,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_22-c,22,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_27-c,27,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_29-c,29,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_46-c,46,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_49-c,49,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_50-c,50,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_58-c,58,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_59-c,59,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_61-c,61,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
wind_63-c,63,WIND,W,,,1,200.0,0.0,,,0,0,,1,1,1,,,,0,1,0.0,1,,,,0.0,0.0,,,,1206.0,955.919273,908.1233094,0.0,0.0,0.0,40.975,38.95,37.489375,0.0,0.0,0.0
